Customer_ID,Order_ID,Order_Date,Quantity,Unit_Price,Revenue
1504,50056,2023-12-10,5,991,4955
1130,50057,2023-09-19,1,938,938
1484,50058,2023-10-10,2,753,1506
1818,50059,2023-12-04,1,1729,1729
1646,50060,2023-12-10,5,763,3815
1020,50061,2023-08-17,5,864,4320
1840,50062,2023-10-07,1,1190,1190
1166,50063,2023-12-24,5,275,1375
1273,50064,2023-10-17,5,609,3045
1387,50065,2023-06-17,2,1738,3476
1600,50066,2023-02-16,3,1214,3642
1315,50067,2023-07-22,5,804,4020
1013,50068,2023-08-02,4,1289,5156
1241,50069,2023-09-03,3,701,2103
1776,50070,2023-01-24,3,937,2811
1345,50071,2023-11-17,4,1950,7800
1564,50072,2023-10-01,1,1101,1101
1897,50073,2023-02-13,2,1903,3806
1339,50074,2023-11-28,5,1561,7805
1091,50075,2023-11-09,1,150,150
1366,50076,2023-12-29,4,1801,7204
1955,50077,2023-06-05,2,785,1570
1454,50078,2023-07-18,2,1862,3724
1427,50079,2023-06-11,2,365,730
1508,50080,2023-08-22,4,1644,6576
1775,50081,2023-06-12,1,1210,1210
1942,50082,2023-04-26,5,705,3525
1034,50083,2023-04-03,2,1175,2350
1205,50084,2023-02-11,2,1302,2604
1080,50085,2023-10-11,1,1401,1401
1931,50086,2023-07-29,2,1362,2724
1561,50087,2023-07-25,2,684,1368
1871,50088,2023-08-08,4,438,1752
1387,50089,2023-10-07,3,1195,3585
1001,50090,2023-05-16,1,473,473
1389,50091,2023-04-16,1,679,679
1565,50092,2023-04-28,1,616,616
1105,50093,2023-08-25,4,1974,7896
1771,50094,2023-11-05,4,1361,5444
1821,50095,2023-04-10,5,1589,7945
1476,50096,2023-09-18,4,220,880
1702,50097,2023-11-01,1,1536,1536
1401,50098,2023-12-20,5,1846,9230
1729,50099,2023-10-13,3,1897,5691
1555,50100,2023-11-24,2,936,1872
1161,50101,2023-04-13,2,669,1338
1201,50102,2023-03-04,5,142,710
1957,50103,2023-06-24,3,1627,4881
1995,50104,2023-10-09,2,1320,2640
1269,50105,2023-10-20,5,171,855
1862,50106,2023-08-14,4,190,760
1815,50107,2023-01-07,1,1672,1672
1270,50108,2023-05-07,3,590,1770
1455,50109,2023-04-02,2,1949,3898
1461,50110,2023-07-09,1,848,848
1726,50111,2023-12-25,5,1097,5485
1251,50112,2023-02-22,2,482,964
1701,50113,2023-08-30,1,904,904
1295,50114,2023-05-12,4,1589,6356
1724,50115,2023-12-30,3,1277,3831
1719,50116,2023-04-22,5,269,1345
1748,50117,2023-01-07,2,1395,2790
1337,50118,2023-08-18,4,1017,4068
1878,50119,2023-06-05,3,1233,3699
1052,50120,2023-07-16,3,250,750
1791,50121,2023-11-19,4,530,2120
1921,50122,2023-12-30,2,550,1100
1216,50123,2023-08-11,3,742,2226
1763,50124,2023-09-07,5,879,4395
1187,50125,2023-03-24,1,122,122
1379,50126,2023-08-28,5,466,2330
1492,50127,2023-12-26,3,750,2250
1040,50128,2023-11-19,1,919,919
1156,50129,2023-09-20,4,338,1352
1014,50130,2023-07-08,1,533,533
1812,50131,2023-10-17,1,803,803
1064,50132,2023-12-28,1,1250,1250
1856,50133,2023-02-27,3,1041,3123
1838,50134,2023-01-09,2,640,1280
1520,50135,2023-10-31,3,732,2196
1343,50136,2023-04-25,2,297,594
1128,50137,2023-07-29,4,1809,7236
1647,50138,2023-02-10,4,1779,7116
1471,50139,2023-10-31,4,581,2324
1062,50140,2023-06-22,4,1302,5208
1138,50141,2023-08-22,4,968,3872
1498,50142,2023-10-08,5,622,3110
1592,50143,2023-03-19,3,750,2250
1391,50144,2023-04-18,2,1058,2116
1674,50145,2023-10-08,4,536,2144
1418,50146,2023-02-08,5,1888,9440
1288,50147,2023-04-29,5,956,4780
1378,50148,2023-12-01,5,413,2065
1772,50149,2023-12-02,3,118,354
1489,50150,2023-01-27,4,1283,5132
1230,50151,2023-04-14,5,917,4585
1040,50152,2023-03-15,5,221,1105
1027,50153,2023-07-10,4,171,684
1134,50154,2023-11-20,3,1178,3534
1200,50155,2023-05-27,5,559,2795
1839,50156,2023-09-12,2,268,536
1779,50157,2023-10-11,1,1734,1734
1929,50158,2023-08-01,1,681,681
1032,50159,2023-05-03,1,1272,1272
1047,50160,2023-07-25,3,728,2184
1502,50161,2023-08-28,5,125,625
1406,50162,2023-12-05,1,1371,1371
1573,50163,2023-10-13,1,820,820
1727,50164,2023-01-22,4,1350,5400
1804,50165,2023-09-16,5,1749,8745
1098,50166,2023-12-23,5,1829,9145
1683,50167,2023-04-15,4,1607,6428
1871,50168,2023-09-15,5,1956,9780
1725,50169,2023-07-23,2,1133,2266
1986,50170,2023-11-06,3,1218,3654
1546,50171,2023-09-19,4,220,880
1960,50172,2023-04-17,1,225,225
1738,50173,2023-09-08,5,648,3240
1612,50174,2023-08-09,2,1192,2384
1942,50175,2023-08-10,2,396,792
1461,50176,2023-09-15,3,785,2355
1642,50177,2023-07-20,2,1624,3248
1768,50178,2023-09-15,5,1072,5360
1004,50179,2023-12-15,5,1168,5840
1217,50180,2023-08-13,2,734,1468
1502,50181,2023-07-21,5,481,2405
1766,50182,2023-08-14,5,1150,5750
1397,50183,2023-08-24,1,804,804
1870,50184,2023-07-02,4,596,2384
1794,50185,2023-07-19,5,951,4755
1392,50186,2023-12-23,5,1259,6295
1206,50187,2023-09-03,3,806,2418
1014,50188,2023-12-19,4,1172,4688
1857,50189,2023-04-21,4,1731,6924
1553,50190,2023-01-06,4,1630,6520
1891,50191,2023-08-24,2,220,440
1460,50192,2023-05-07,1,1884,1884
1690,50193,2023-04-14,1,1340,1340
1574,50194,2023-08-25,3,725,2175
1863,50195,2023-06-04,4,625,2500
1742,50196,2023-09-14,4,1697,6788
1240,50197,2023-08-23,5,1166,5830
1563,50198,2023-10-16,2,851,1702
1095,50199,2023-02-09,2,195,390
1899,50200,2023-10-15,3,126,378
1733,50201,2023-07-16,1,935,935
1484,50202,2023-09-30,4,1365,5460
1406,50203,2023-09-21,3,586,1758
1230,50204,2023-02-26,2,339,678
1748,50205,2023-10-25,2,1427,2854
1654,50206,2023-04-08,2,166,332
1170,50207,2023-05-17,4,1404,5616
1540,50208,2023-03-28,4,1315,5260
1035,50209,2023-08-30,4,1242,4968
1524,50210,2023-07-18,5,1275,6375
1159,50211,2023-11-06,1,1900,1900
1838,50212,2023-03-25,2,1515,3030
1698,50213,2023-08-30,2,330,660
1242,50214,2023-10-08,5,450,2250
1085,50215,2023-11-19,2,860,1720
1795,50216,2023-09-09,2,1694,3388
1577,50217,2023-07-09,4,1652,6608
1681,50218,2023-06-01,4,1294,5176
1556,50219,2023-10-29,1,962,962
1573,50220,2023-10-05,2,1255,2510
1952,50221,2023-05-19,3,456,1368
1645,50222,2023-06-25,2,1771,3542
1795,50223,2023-01-08,2,1165,2330
1027,50224,2023-10-22,1,1428,1428
1619,50225,2023-08-23,3,1129,3387
1555,50226,2023-06-12,2,428,856
1339,50227,2023-02-18,3,1293,3879
1797,50228,2023-10-29,4,1923,7692
1957,50229,2023-02-07,4,1010,4040
1330,50230,2023-05-16,3,437,1311
1639,50231,2023-11-06,2,1850,3700
1505,50232,2023-08-07,3,1192,3576
1347,50233,2023-12-14,3,981,2943
1472,50234,2023-10-23,4,638,2552
1230,50235,2023-02-03,3,836,2508
1189,50236,2023-12-18,5,1957,9785
1224,50237,2023-03-20,5,1630,8150
1384,50238,2023-08-24,4,1869,7476
1376,50239,2023-09-30,2,1609,3218
1282,50240,2023-06-10,2,542,1084
1957,50241,2023-06-24,4,1023,4092
1632,50242,2023-11-04,2,1019,2038
1627,50243,2023-08-09,1,150,150
1972,50244,2023-01-09,5,248,1240
1744,50245,2023-10-16,1,1710,1710
1258,50246,2023-04-23,1,1941,1941
1358,50247,2023-07-24,1,1215,1215
1709,50248,2023-07-05,4,467,1868
1455,50249,2023-12-07,1,679,679
1410,50250,2023-07-16,3,1870,5610
1648,50251,2023-09-23,2,1997,3994
1317,50252,2023-09-19,4,755,3020
1676,50253,2023-09-05,3,175,525
1224,50254,2023-04-25,3,1209,3627
1818,50255,2023-05-01,5,326,1630
1233,50256,2023-05-21,5,1486,7430
1683,50257,2023-03-06,3,1058,3174
1663,50258,2023-10-03,5,1691,8455
1974,50259,2023-11-09,2,691,1382
1826,50260,2023-08-27,2,123,246
1373,50261,2023-10-29,5,1862,9310
1671,50262,2023-01-10,1,127,127
1607,50263,2023-08-21,3,220,660
1471,50264,2023-07-14,2,1613,3226
1232,50265,2023-01-12,5,1728,8640
1691,50266,2023-06-26,5,952,4760
1112,50267,2023-06-26,2,723,1446
1829,50268,2023-08-05,2,989,1978
1496,50269,2023-01-11,1,1468,1468
1441,50270,2023-04-28,5,130,650
1563,50271,2023-06-13,5,1778,8890
1267,50272,2023-02-08,4,1933,7732
1509,50273,2023-02-22,1,1350,1350
1806,50274,2023-08-06,2,969,1938
1385,50275,2023-07-25,2,1373,2746
1386,50276,2023-11-08,3,149,447
1112,50277,2023-12-26,2,825,1650
1612,50278,2023-02-25,5,488,2440
1624,50279,2023-04-28,2,1043,2086
1951,50280,2023-09-10,5,1904,9520
1080,50281,2023-10-13,5,1411,7055
1698,50282,2023-09-25,1,1830,1830
1112,50283,2023-10-18,2,1889,3778
1001,50284,2023-11-29,1,1714,1714
1641,50285,2023-06-29,5,1114,5570
1219,50286,2023-12-24,2,574,1148
1565,50287,2023-08-23,2,855,1710
1854,50288,2023-12-09,1,702,702
1996,50289,2023-07-15,1,1025,1025
1735,50290,2023-11-04,5,1129,5645
1224,50291,2023-03-21,5,892,4460
1384,50292,2023-05-15,2,511,1022
1402,50293,2023-01-22,2,761,1522
1637,50294,2023-11-27,4,1447,5788
1129,50295,2023-08-13,4,1522,6088
1052,50296,2023-02-27,3,1405,4215
1683,50297,2023-04-03,5,290,1450
1729,50298,2023-07-11,3,885,2655
1671,50299,2023-04-13,3,684,2052
1709,50300,2023-01-07,1,1058,1058
1415,50301,2023-05-08,1,1953,1953
1246,50302,2023-02-24,4,599,2396
1835,50303,2023-08-19,3,679,2037
1438,50304,2023-12-28,4,915,3660
1202,50305,2023-03-03,5,1557,7785
1183,50306,2023-08-28,2,1186,2372
1122,50307,2023-03-31,1,1576,1576
1400,50308,2023-08-20,5,1616,8080
1766,50309,2023-08-21,5,1769,8845
1293,50310,2023-12-20,1,1565,1565
1279,50311,2023-11-29,1,1430,1430
1836,50312,2023-10-19,3,879,2637
1883,50313,2023-12-11,4,1858,7432
1609,50314,2023-06-01,5,1042,5210
1197,50315,2023-05-25,3,1249,3747
1981,50316,2023-05-10,3,364,1092
1906,50317,2023-05-21,5,106,530
1510,50318,2023-04-03,5,1536,7680
1751,50319,2023-04-24,2,1329,2658
1143,50320,2023-10-11,4,1302,5208
1608,50321,2023-05-23,5,1591,7955
1200,50322,2023-08-11,1,1619,1619
1123,50323,2023-08-20,2,794,1588
1186,50324,2023-02-02,4,1091,4364
1325,50325,2023-10-03,1,1566,1566
1463,50326,2023-06-19,1,1017,1017
1348,50327,2023-05-20,4,1351,5404
1770,50328,2023-12-23,2,847,1694
1659,50329,2023-07-20,1,245,245
1763,50330,2023-01-23,3,1693,5079
1954,50331,2023-08-12,4,1419,5676
1931,50332,2023-09-27,4,340,1360
1402,50333,2023-12-13,5,956,4780
1345,50334,2023-06-02,2,386,772
1962,50335,2023-11-29,3,1051,3153
1510,50336,2023-03-26,3,1798,5394
1146,50337,2023-04-19,5,125,625
1147,50338,2023-01-31,1,551,551
1863,50339,2023-08-17,1,205,205
1710,50340,2023-08-28,3,339,1017
1819,50341,2023-12-29,2,1975,3950
1488,50342,2023-11-06,1,1541,1541
1928,50343,2023-05-21,4,431,1724
1935,50344,2023-06-05,5,1011,5055
1639,50345,2023-10-26,2,1165,2330
1550,50346,2023-12-11,1,744,744
1337,50347,2023-04-09,3,1952,5856
1871,50348,2023-02-16,5,1679,8395
1640,50349,2023-11-23,1,134,134
1778,50350,2023-03-08,3,975,2925
1987,50351,2023-03-03,1,1470,1470
1952,50352,2023-04-19,5,483,2415
1472,50353,2023-06-16,4,1636,6544
1945,50354,2023-02-06,4,1861,7444
1150,50355,2023-04-29,3,910,2730
1414,50356,2023-03-27,4,1411,5644
1989,50357,2023-02-21,5,847,4235
1297,50358,2023-04-01,3,1994,5982
1610,50359,2023-10-16,1,1058,1058
1262,50360,2023-12-03,2,1156,2312
1763,50361,2023-10-25,1,194,194
1143,50362,2023-07-23,5,1119,5595
1345,50363,2023-08-26,3,304,912
1623,50364,2023-06-04,1,1744,1744
1571,50365,2023-08-28,3,933,2799
1880,50366,2023-05-16,4,129,516
1001,50367,2023-12-28,2,365,730
1896,50368,2023-03-05,5,122,610
1303,50369,2023-05-03,1,708,708
1253,50370,2023-09-11,2,138,276
1651,50371,2023-04-24,5,272,1360
1452,50372,2023-01-20,5,859,4295
1036,50373,2023-01-16,4,1536,6144
1159,50374,2023-05-25,3,513,1539
1008,50375,2023-07-27,3,1797,5391
1232,50376,2023-01-19,2,791,1582
1098,50377,2023-06-15,4,714,2856
1658,50378,2023-02-07,5,308,1540
1815,50379,2023-06-30,4,121,484
1207,50380,2023-12-15,4,104,416
1130,50381,2023-04-15,2,750,1500
1403,50382,2023-04-10,3,313,939
1151,50383,2023-03-31,4,1795,7180
1053,50384,2023-10-27,4,1019,4076
1119,50385,2023-11-28,4,1006,4024
1672,50386,2023-03-20,1,1262,1262
1919,50387,2023-03-14,4,1780,7120
1627,50388,2023-06-25,4,771,3084
1586,50389,2023-04-06,5,1718,8590
1624,50390,2023-12-11,1,766,766
1967,50391,2023-04-13,4,899,3596
1419,50392,2023-08-12,4,416,1664
1421,50393,2023-01-06,2,892,1784
1103,50394,2023-05-02,2,675,1350
1851,50395,2023-08-24,1,1827,1827
1253,50396,2023-04-26,5,1279,6395
1226,50397,2023-06-12,1,1547,1547
1111,50398,2023-08-14,1,1623,1623
1509,50399,2023-08-18,2,190,380
1472,50400,2023-07-01,2,1777,3554
1098,50401,2023-09-06,5,1165,5825
1152,50402,2023-11-14,4,860,3440
1860,50403,2023-07-29,5,1418,7090
1913,50404,2023-05-24,4,869,3476
1895,50405,2023-12-11,3,1460,4380
1877,50406,2023-04-06,2,100,200
1337,50407,2023-12-12,3,208,624
1705,50408,2023-09-01,3,1027,3081
1821,50409,2023-03-27,2,1248,2496
1162,50410,2023-07-03,3,1187,3561
1719,50411,2023-05-01,1,305,305
1956,50412,2023-11-28,4,1538,6152
1680,50413,2023-04-02,5,949,4745
1995,50414,2023-03-11,2,1367,2734
1160,50415,2023-05-13,1,689,689
1579,50416,2023-10-06,5,722,3610
1800,50417,2023-05-17,5,1777,8885
1397,50418,2023-11-10,5,1339,6695
1276,50419,2023-07-06,3,1064,3192
1815,50420,2023-08-09,3,1651,4953
1915,50421,2023-02-15,3,1064,3192
1503,50422,2023-10-05,3,1689,5067
1895,50423,2023-07-11,1,752,752
1391,50424,2023-01-08,3,1503,4509
1134,50425,2023-10-03,2,1971,3942
1194,50426,2023-06-28,5,178,890
1400,50427,2023-11-30,1,514,514
1639,50428,2023-02-08,3,1576,4728
1032,50429,2023-10-20,5,1272,6360
1687,50430,2023-06-27,1,738,738
1459,50431,2023-06-11,5,1793,8965
1954,50432,2023-11-27,1,890,890
1882,50433,2023-04-14,4,1161,4644
1469,50434,2023-06-10,1,1280,1280
1374,50435,2023-10-14,3,432,1296
1021,50436,2023-05-03,5,387,1935
1749,50437,2023-02-23,5,1235,6175
1669,50438,2023-02-03,5,1825,9125
1037,50439,2023-08-30,2,1741,3482
1229,50440,2023-04-23,2,1214,2428
1364,50441,2023-11-14,3,1989,5967
1562,50442,2023-01-23,4,1936,7744
1437,50443,2023-02-15,2,1172,2344
1775,50444,2023-11-08,1,260,260
1282,50445,2023-05-15,3,1639,4917
1026,50446,2023-04-28,4,1525,6100
1225,50447,2023-07-08,1,1833,1833
1276,50448,2023-05-11,5,419,2095
1797,50449,2023-07-31,2,1023,2046
1608,50450,2023-04-23,1,463,463
1283,50451,2023-02-13,4,1565,6260
1878,50452,2023-05-08,3,574,1722
1959,50453,2023-12-30,1,1122,1122
1480,50454,2023-06-07,3,865,2595
1452,50455,2023-09-30,5,701,3505
1828,50456,2023-11-11,4,411,1644
1815,50457,2023-12-21,4,1655,6620
1658,50458,2023-12-06,2,688,1376
1515,50459,2023-02-14,4,1343,5372
1546,50460,2023-04-18,1,1797,1797
1191,50461,2023-08-07,1,1620,1620
1048,50462,2023-11-14,1,442,442
1511,50463,2023-11-11,5,1005,5025
1016,50464,2023-06-26,4,1750,7000
1171,50465,2023-08-16,4,1217,4868
1219,50466,2023-07-10,1,1256,1256
1157,50467,2023-06-09,2,1624,3248
1476,50468,2023-09-24,2,271,542
1045,50469,2023-12-24,4,725,2900
1372,50470,2023-11-22,4,1132,4528
1517,50471,2023-07-09,3,1934,5802
1098,50472,2023-06-24,4,1895,7580
1891,50473,2023-10-17,1,781,781
1744,50474,2023-12-23,5,1444,7220
1036,50475,2023-05-25,4,1221,4884
1279,50476,2023-08-20,4,1292,5168
1348,50477,2023-12-26,1,410,410
1496,50478,2023-07-23,3,1853,5559
1301,50479,2023-08-01,4,1013,4052
1180,50480,2023-02-09,2,1466,2932
1606,50481,2023-10-02,2,529,1058
1098,50482,2023-11-19,2,957,1914
1699,50483,2023-03-23,5,1679,8395
1992,50484,2023-06-30,5,1623,8115
1115,50485,2023-11-16,4,1896,7584
1190,50486,2023-03-24,4,384,1536
1252,50487,2023-10-30,4,1761,7044
1980,50488,2023-09-19,5,1383,6915
1927,50489,2023-09-29,4,594,2376
1982,50490,2023-07-19,1,454,454
1160,50491,2023-08-28,3,313,939
1255,50492,2023-06-29,2,916,1832
1322,50493,2023-06-20,2,299,598
1127,50494,2023-10-22,1,1359,1359
1017,50495,2023-06-26,4,952,3808
1792,50496,2023-08-25,5,235,1175
1734,50497,2023-05-18,4,1047,4188
1565,50498,2023-11-23,4,727,2908
1569,50499,2023-11-07,2,1016,2032
1322,50500,2023-05-09,2,1790,3580
1871,50501,2023-02-18,5,1545,7725
1685,50502,2023-06-13,2,1464,2928
1791,50503,2023-10-04,4,1952,7808
1625,50504,2023-10-20,1,441,441
1287,50505,2023-04-26,5,1653,8265
1942,50506,2023-01-24,1,487,487
1853,50507,2023-11-07,4,103,412
1662,50508,2023-01-25,5,776,3880
1961,50509,2023-05-07,1,1762,1762
1638,50510,2023-08-22,5,498,2490
1154,50511,2023-07-28,4,1545,6180
1489,50512,2023-04-03,5,510,2550
1385,50513,2023-04-04,4,312,1248
1985,50514,2023-11-23,5,659,3295
1784,50515,2023-08-13,5,657,3285
1103,50516,2023-10-07,2,657,1314
1928,50517,2023-01-11,4,1171,4684
1392,50518,2023-11-25,3,1310,3930
1810,50519,2023-01-12,5,601,3005
1245,50520,2023-02-04,1,1755,1755
1175,50521,2023-08-16,2,743,1486
1038,50522,2023-08-08,2,630,1260
1476,50523,2023-05-21,5,1052,5260
1681,50524,2023-01-23,3,886,2658
1758,50525,2023-03-24,2,574,1148
1537,50526,2023-08-17,4,1867,7468
1866,50527,2023-12-10,5,141,705
1817,50528,2023-03-21,5,703,3515
1920,50529,2023-12-19,3,1384,4152
1407,50530,2023-10-17,4,147,588
1524,50531,2023-11-27,4,1917,7668
1827,50532,2023-06-08,3,1709,5127
1505,50533,2023-05-08,1,827,827
1902,50534,2023-07-09,4,1569,6276
1824,50535,2023-01-31,1,320,320
1035,50536,2023-12-25,1,1744,1744
1684,50537,2023-01-15,5,1770,8850
1019,50538,2023-11-09,5,1039,5195
1320,50539,2023-03-16,2,442,884
1775,50540,2023-02-03,5,1361,6805
1511,50541,2023-12-25,4,254,1016
1399,50542,2023-07-15,4,1037,4148
1653,50543,2023-11-27,1,940,940
1971,50544,2023-01-29,4,1179,4716
1882,50545,2023-07-13,5,486,2430
1470,50546,2023-01-16,5,993,4965
1142,50547,2023-03-18,5,1833,9165
1091,50548,2023-10-20,3,1438,4314
1353,50549,2023-03-22,4,137,548
1833,50550,2023-05-04,2,1464,2928
1799,50551,2023-01-19,4,950,3800
1726,50552,2023-04-12,4,828,3312
1958,50553,2023-03-18,3,330,990
1853,50554,2023-08-17,4,551,2204
1050,50555,2023-10-24,1,1465,1465
1664,50556,2023-07-22,5,1576,7880
1697,50557,2023-03-02,5,356,1780
1574,50558,2023-01-26,3,533,1599
1189,50559,2023-03-12,5,308,1540
1124,50560,2023-04-13,1,1324,1324
1149,50561,2023-11-22,3,236,708
1313,50562,2023-12-29,2,1763,3526
1569,50563,2023-06-06,5,664,3320
1341,50564,2023-12-29,4,955,3820
1304,50565,2023-12-25,1,1517,1517
1691,50566,2023-07-13,1,1719,1719
1681,50567,2023-10-02,5,820,4100
1837,50568,2023-11-20,2,944,1888
1782,50569,2023-07-05,4,1920,7680
1053,50570,2023-11-22,2,135,270
1443,50571,2023-04-23,2,1338,2676
1612,50572,2023-11-09,5,126,630
1992,50573,2023-06-14,4,1781,7124
1263,50574,2023-03-02,5,117,585
1052,50575,2023-04-02,5,729,3645
1571,50576,2023-10-13,1,1260,1260
1619,50577,2023-06-02,5,678,3390
1004,50578,2023-08-13,3,1002,3006
1102,50579,2023-05-07,4,1949,7796
1195,50580,2023-07-12,1,1074,1074
1773,50581,2023-04-25,4,1153,4612
1876,50582,2023-09-19,1,1196,1196
1991,50583,2023-01-18,3,222,666
1883,50584,2023-01-10,5,1056,5280
1349,50585,2023-04-02,1,1100,1100
1046,50586,2023-05-19,1,1086,1086
1866,50587,2023-11-29,1,1351,1351
1822,50588,2023-12-23,3,437,1311
1935,50589,2023-12-06,4,1090,4360
1819,50590,2023-02-21,3,372,1116
1655,50591,2023-07-14,1,1881,1881
1268,50592,2023-07-25,1,1560,1560
1369,50593,2023-10-14,5,1001,5005
1635,50594,2023-04-03,3,138,414
1105,50595,2023-11-05,3,781,2343
1669,50596,2023-05-25,2,525,1050
1658,50597,2023-03-27,4,414,1656
1656,50598,2023-06-02,2,713,1426
1119,50599,2023-01-02,2,1929,3858
1830,50600,2023-12-08,4,1632,6528
1786,50601,2023-09-17,5,854,4270
1603,50602,2023-06-13,5,256,1280
1057,50603,2023-01-06,4,971,3884
1950,50604,2023-05-29,4,876,3504
1345,50605,2023-07-24,3,356,1068
1740,50606,2023-04-28,3,1993,5979
1473,50607,2023-03-30,3,954,2862
1116,50608,2023-06-03,3,734,2202
1829,50609,2023-06-16,1,555,555
1790,50610,2023-06-10,1,146,146
1126,50611,2023-09-27,5,1455,7275
1392,50612,2023-02-25,1,109,109
1907,50613,2023-08-16,1,243,243
1640,50614,2023-12-03,3,1554,4662
1057,50615,2023-05-29,3,1934,5802
1633,50616,2023-02-15,4,1275,5100
1512,50617,2023-05-24,3,586,1758
1750,50618,2023-08-26,4,1259,5036
1801,50619,2023-09-29,4,1710,6840
1095,50620,2023-04-30,1,1996,1996
1637,50621,2023-12-06,3,1149,3447
1117,50622,2023-08-08,1,1130,1130
1559,50623,2023-01-08,3,690,2070
1600,50624,2023-12-10,1,1138,1138
1487,50625,2023-10-02,1,1555,1555
1236,50626,2023-12-19,1,998,998
1884,50627,2023-03-07,5,1523,7615
1896,50628,2023-03-20,1,306,306
1271,50629,2023-03-27,2,1724,3448
1188,50630,2023-05-04,2,1732,3464
1998,50631,2023-07-21,2,1009,2018
1703,50632,2023-05-30,4,1339,5356
1446,50633,2023-02-15,1,1625,1625
1580,50634,2023-04-23,2,1582,3164
1789,50635,2023-04-01,4,358,1432
1860,50636,2023-05-21,2,1452,2904
1246,50637,2023-10-16,3,553,1659
1962,50638,2023-08-06,5,898,4490
1075,50639,2023-03-18,1,474,474
1153,50640,2023-11-30,5,563,2815
1655,50641,2023-06-01,5,174,870
1434,50642,2023-11-19,3,341,1023
1996,50643,2023-08-27,3,1140,3420
1085,50644,2023-04-25,3,1812,5436
1696,50645,2023-11-15,4,1382,5528
1284,50646,2023-04-04,2,222,444
1973,50647,2023-02-17,1,1434,1434
1219,50648,2023-07-10,3,210,630
1068,50649,2023-01-12,1,1379,1379
1046,50650,2023-06-05,1,333,333
1093,50651,2023-06-21,1,1067,1067
1749,50652,2023-10-23,3,596,1788
1957,50653,2023-06-26,3,1991,5973
1452,50654,2023-12-07,2,1163,2326
1203,50655,2023-02-26,3,1245,3735
1911,50656,2023-12-09,3,1573,4719
1217,50657,2023-12-06,1,826,826
1473,50658,2023-07-22,2,1931,3862
1431,50659,2023-07-04,5,1921,9605
1340,50660,2023-05-01,3,1916,5748
1550,50661,2023-08-14,3,1642,4926
1611,50662,2023-07-21,5,191,955
1288,50663,2023-11-26,1,1484,1484
1253,50664,2023-12-29,2,1246,2492
1733,50665,2023-12-22,1,436,436
1356,50666,2023-08-04,4,1731,6924
1022,50667,2023-02-12,3,612,1836
1761,50668,2023-01-23,4,702,2808
1521,50669,2023-06-04,3,527,1581
1757,50670,2023-07-05,4,1556,6224
1836,50671,2023-09-06,5,106,530
1099,50672,2023-08-25,3,219,657
1801,50673,2023-10-20,3,486,1458
1179,50674,2023-05-14,4,1473,5892
1222,50675,2023-11-17,2,740,1480
1905,50676,2023-01-22,4,1814,7256
1761,50677,2023-12-27,3,1221,3663
1658,50678,2023-03-29,3,1166,3498
1441,50679,2023-06-02,2,282,564
1607,50680,2023-05-05,1,796,796
1768,50681,2023-03-20,2,664,1328
1324,50682,2023-12-12,1,1863,1863
1515,50683,2023-02-20,3,1796,5388
1015,50684,2023-08-04,5,1358,6790
